Firm Name,Investment Sector,Location (City),Investment Stage,URL,linkedin-private-codex,linkedin-private-claude,linkedin-private-cursor
Arafura Ventures,"Business Services, Consumer Discretionary, Industrials, Information Technology, Telecoms, Media, and Communications","Palo Alto, CA","Bridge Financing, Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Growth, pre-IPO, Venture (General)",www.arafuraventures.com,,https://www.linkedin.com/in/marcphillips/,https://www.linkedin.com/in/marcphillips
Archer Venture Capital,"Technology, Financial Services","Los Angeles, CA","Seed, Series A, and select later growth stages",http://www.archervc.com,,"https://www.linkedin.com/in/gregmartin72,https://www.linkedin.com/in/johnhadl/,https://www.linkedin.com/in/raymond-che/,https://www.linkedin.com/in/georgebell/","https://www.linkedin.com/in/gregmartin72, https://www.linkedin.com/in/johnhadl, https://www.linkedin.com/in/raymond-che, https://www.linkedin.com/in/georgebell"
Arcus Ventures,"Healthcare, Financial Services","New York, NY","Early Stage Venture, Late Stage Venture",arcusventures.com,,,"https://www.linkedin.com/in/chad-hellmann-7b12ba6, https://www.linkedin.com/in/steven-soignet-md-5a0567a"
Arena Ventures,"Technology, IT, Healthcare","Los Angeles, CA","Early Stage Venture, some Series B and later",http://www.arenavc.com,,,https://www.linkedin.com/in/paigecraig
Aristos Ventures,Diversified,"Dallas, TX",Early Stage,https://www.aristosventures.com/,,,https://www.linkedin.com/in/felipemendoza
Armory Square Ventures,"Business Services, Consumer Discretionary, Energy and Utilities, Information Technology, Food and Agriculture, Healthcare, Telecoms, Media, and Communications","Syracuse, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.armorysv.com,"https://www.linkedin.com/in/amandevgan, https://www.linkedin.com/in/anthony-santaro-5b88ba109, https://www.linkedin.com/in/deena-chalabi-a8845b13, https://www.linkedin.com/in/eric-allyn-974487a, https://www.linkedin.com/in/jin-kwon-751256224, https://www.linkedin.com/in/kyle-ciminelli, https://www.linkedin.com/in/laura-kinder-7143411, https://www.linkedin.com/in/neenah-jain-547a714, https://www.linkedin.com/in/nomibergman, https://www.linkedin.com/in/p-tate-olinghouse-4041031, https://www.linkedin.com/in/peter-petrella-8609698, https://www.linkedin.com/in/piasawhney, https://www.linkedin.com/in/prabhdeep, https://www.linkedin.com/in/prestondegarmo, https://www.linkedin.com/in/pritam-advani-436454, https://www.linkedin.com/in/regan-hofmann, https://www.linkedin.com/in/richy-petrina-093bb810, https://www.linkedin.com/in/robert-lentz-73043416, https://www.linkedin.com/in/parikhronak, https://www.linkedin.com/in/somak-chattopadhyay-7662a, https://www.linkedin.com/in/shovagimyan, https://www.linkedin.com/in/mehtavikas, https://www.linkedin.com/in/zackschneider","https://www.linkedin.com/in/amandevgan, https://www.linkedin.com/in/anthony-santaro-5b88ba109, https://www.linkedin.com/in/deena-chalabi-a8845b13, https://www.linkedin.com/in/eric-allyn-974487a, https://www.linkedin.com/in/jin-kwon-751256224, https://www.linkedin.com/in/kyle-ciminelli, https://www.linkedin.com/in/laura-kinder-7143411, https://www.linkedin.com/in/neenah-jain-547a714, https://www.linkedin.com/in/nomibergman, https://www.linkedin.com/in/p-tate-olinghouse-4041031, https://www.linkedin.com/in/peter-petrella-8609698, https://www.linkedin.com/in/piasawhney, https://www.linkedin.com/in/prabhdeep, https://www.linkedin.com/in/prestondegarmo, https://www.linkedin.com/in/pritam-advani-436454, https://www.linkedin.com/in/regan-hofmann, https://www.linkedin.com/in/richy-petrina-093bb810, https://www.linkedin.com/in/robert-lentz-73043416, https://www.linkedin.com/in/parikhronak, https://www.linkedin.com/in/somak-chattopadhyay-7662a, https://www.linkedin.com/in/shovagimyan, https://www.linkedin.com/in/mehtavikas, https://www.linkedin.com/in/zackschneider","https://www.linkedin.com/in/amandevgan, https://www.linkedin.com/in/anthony-santaro-5b88ba109, https://www.linkedin.com/in/deena-chalabi-a8845b13, https://www.linkedin.com/in/eric-allyn-974487a, https://www.linkedin.com/in/jin-kwon-751256224, https://www.linkedin.com/in/kyle-ciminelli, https://www.linkedin.com/in/laura-kinder-7143411, https://www.linkedin.com/in/neenah-jain-547a714, https://www.linkedin.com/in/nomibergman, https://www.linkedin.com/in/p-tate-olinghouse-4041031, https://www.linkedin.com/in/peter-petrella-8609698, https://www.linkedin.com/in/piasawhney, https://www.linkedin.com/in/prabhdeep, https://www.linkedin.com/in/prestondegarmo, https://www.linkedin.com/in/pritam-advani-436454, https://www.linkedin.com/in/regan-hofmann, https://www.linkedin.com/in/richy-petrina-093bb810, https://www.linkedin.com/in/robert-lentz-73043416, https://www.linkedin.com/in/parikhronak, https://www.linkedin.com/in/somak-chattopadhyay-7662a, https://www.linkedin.com/in/shovagimyan, https://www.linkedin.com/in/mehtavikas, https://www.linkedin.com/in/zackschneider"
Array Ventures,Entreprise Deeptech (AI/ML/Robotics/Blockchain/Cloud),"San Francisco, CA","Early Stage, Seed",array.vc/,https://www.linkedin.com/in/shrutigandhi,"https://www.linkedin.com/in/rajasdate/,https://www.linkedin.com/in/daw8995/","https://www.linkedin.com/in/shrutigandhi, https://www.linkedin.com/in/rajasdate, https://www.linkedin.com/in/daw8995"
Arthur Ventures,"B2B, Enterprise Software, Information Technology, Internet, Mobile, SaaS","Minneapolis, MN","Early Stage Venture, Late Stage Venture, Seed",www.arthurventures.com,"https://www.linkedin.com/in/ryan-kesti-84a7b864, https://www.linkedin.com/in/andrew-heim-17303537, https://www.linkedin.com/in/annatalerico, https://www.linkedin.com/in/anthonydjames, https://www.linkedin.com/in/avnika-gupta, https://www.linkedin.com/in/cael-berg-a95b451aa, https://www.linkedin.com/in/chloe-ginkel-bb8598227, https://www.linkedin.com/in/derekbuschow, https://www.linkedin.com/in/emma-seymour-262664160, https://www.linkedin.com/in/ginadthompson, https://www.linkedin.com/in/jake-olson-7158b9108, https://www.linkedin.com/in/jamesburgum, https://www.linkedin.com/in/jeff-yurecko-5a22166, https://www.linkedin.com/in/kamaljot-singh-08585631a, https://www.linkedin.com/in/kaumudhsinde, https://www.linkedin.com/in/kruizenga, https://www.linkedin.com/in/kyle-frederick-b1440ab3, https://www.linkedin.com/in/marcus-chorney, https://www.linkedin.com/in/nickgoblisch, https://www.linkedin.com/in/stephanie-shaw-mba, https://www.linkedin.com/pub/doug-burgum, https://www.linkedin.com/pub/patrick-meenan","https://www.linkedin.com/in/patmeenan/,https://www.linkedin.com/in/dennis-erdle-2540a3b/,https://www.linkedin.com/in/kruizenga/,https://www.linkedin.com/in/nickgoblisch/,https://www.linkedin.com/in/andrew-heim-17303537/,https://www.linkedin.com/in/ryan-kesti-84a7b864/","https://www.linkedin.com/in/ryan-kesti-84a7b864, https://www.linkedin.com/in/andrew-heim-17303537, https://www.linkedin.com/in/annatalerico, https://www.linkedin.com/in/anthonydjames, https://www.linkedin.com/in/avnika-gupta, https://www.linkedin.com/in/cael-berg-a95b451aa, https://www.linkedin.com/in/chloe-ginkel-bb8598227, https://www.linkedin.com/in/derekbuschow, https://www.linkedin.com/in/emma-seymour-262664160, https://www.linkedin.com/in/ginadthompson, https://www.linkedin.com/in/jake-olson-7158b9108, https://www.linkedin.com/in/jamesburgum, https://www.linkedin.com/in/jeff-yurecko-5a22166, https://www.linkedin.com/in/kamaljot-singh-08585631a, https://www.linkedin.com/in/kaumudhsinde, https://www.linkedin.com/in/kruizenga, https://www.linkedin.com/in/kyle-frederick-b1440ab3, https://www.linkedin.com/in/marcus-chorney, https://www.linkedin.com/in/nickgoblisch, https://www.linkedin.com/in/stephanie-shaw-mba, https://www.linkedin.com/pub/doug-burgum, https://www.linkedin.com/pub/patrick-meenan, https://www.linkedin.com/in/patmeenan, https://www.linkedin.com/in/dennis-erdle-2540a3b"
Asimov Ventures,"Technology, Hardware","New York, NY",Early Stage Venture,http://www.asimovventures.com,,,"https://www.linkedin.com/in/alan-meckler-30b39612, https://www.linkedin.com/in/tylerbenster, https://www.linkedin.com/in/john-meckler-64629016b"
Atomic Management LLC,"Consumer Products, Consumer Services, Diversified, Healthcare IT","San Francisco, CA",Start-Up,http://www.atomic.vc,,,"https://www.linkedin.com/in/jackabraham, https://www.linkedin.com/in/chest, https://www.linkedin.com/in/marianpond, https://www.linkedin.com/in/richardgling"
ATX Seed Ventures,"Technology, Consumer Products, High-Tech, Software, Clean Technology, Healthcare IT","Austin, Texas",Seed,www.atxseedventures.com,,"https://www.linkedin.com/in/rollin-w-king-jr-7658544/,https://www.linkedin.com/in/anhunter/,https://www.linkedin.com/in/joe-ross-a9b25a4","https://www.linkedin.com/in/rollin-w-king-jr-7658544, https://www.linkedin.com/in/anhunter, https://www.linkedin.com/in/joe-ross-a9b25a4"
Authentic Ventures,Diversified,"Oakland, CA","Early Stage, Seed",www.authentic-ventures.com,,,"https://www.linkedin.com/in/lindsaylee, https://www.linkedin.com/in/brianabillingham, https://www.linkedin.com/in/arthurj"
Autochrome Ventures,"Diversified, Information Technology","Santa Monica, CA","Early Stage, Early Stage: Seed, Venture (General)",www.autochrome.vc,,,https://www.linkedin.com/in/vaughn-blake-13050a7
B37 Ventures,Information Technology,"San Francisco, CA","Early Stage, Early Stage: Start-up",www.bridge37.com,"https://www.linkedin.com/in/rodrigo-sanchez-servitje-34935210, https://www.linkedin.com/in/santiagosanchezbadia","https://www.linkedin.com/in/rodrigo-sanchez-servitje-34935210/,https://www.linkedin.com/in/diego-de-colombres-3379224b/,https://www.linkedin.com/in/santiagosanchezbadia/,https://www.linkedin.com/in/emiliosaenzcarvajal/","https://www.linkedin.com/in/rodrigo-sanchez-servitje-34935210, https://www.linkedin.com/in/santiagosanchezbadia, https://www.linkedin.com/in/diego-de-colombres-3379224b, https://www.linkedin.com/in/emiliosaenzcarvajal"
BABEL Ventures,"Financial Services, Healthcare IT","San Francisco, CA",Early Stage Venture,www.babel.ventures,,"https://www.linkedin.com/in/baminuzzi/,https://www.linkedin.com/in/marcelo-valente-69a3a5133/","https://www.linkedin.com/in/baminuzzi, https://www.linkedin.com/in/marcelo-valente-69a3a5133, https://www.linkedin.com/in/bethencourt"
Background Capital,Diversified,"San Francisco, CA",Early Stage: Start-up,http://www.backgroundcap.com,,https://www.linkedin.com/in/rafaelcorrales/,https://www.linkedin.com/in/rafaelcorrales
Backstage Capital,"Consumer Discretionary, Information Technology, Diversified","West Hollywood, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",backstagecapital.com/,"https://www.linkedin.com/in/arlanhamilton, https://www.linkedin.com/in/brittcdavis, https://www.linkedin.com/in/christiepitts, https://www.linkedin.com/in/tenzinkhangsar","https://www.linkedin.com/in/arlanhamilton,https://www.linkedin.com/in/brittcdavis,https://www.linkedin.com/in/christiepitts/","https://www.linkedin.com/in/arlanhamilton, https://www.linkedin.com/in/brittcdavis, https://www.linkedin.com/in/christiepitts, https://www.linkedin.com/in/tenzinkhangsar"
BAM Ventures,"Retail, Internet","Playa Vista, CA",Early Stage Venture,www.bam.vc,,"https://www.linkedin.com/in/shamin-walsh-a21a867/,https://www.linkedin.com/in/mauricemaschmeyer/,https://www.linkedin.com/in/angelgarcia1123/,https://www.linkedin.com/in/adam-lebovitz-400b5069/,https://www.linkedin.com/in/oren-adepitan-b15698b6","https://www.linkedin.com/in/shamin-walsh-a21a867, https://www.linkedin.com/in/mauricemaschmeyer, https://www.linkedin.com/in/angelgarcia1123, https://www.linkedin.com/in/adam-lebovitz-400b5069, https://www.linkedin.com/in/oren-adepitan-b15698b6"
Base Ventures,Technology,"Berkeley, CA",Early Stage,base.ventures,"https://www.linkedin.com/in/erikhmoore, https://www.linkedin.com/in/ryandiew","https://www.linkedin.com/in/erikhmoore,https://www.linkedin.com/in/kirby-harris-2b454b8/,https://www.linkedin.com/in/ryandiew/","https://www.linkedin.com/in/erikhmoore, https://www.linkedin.com/in/ryandiew, https://www.linkedin.com/in/kirby-harris-2b454b8"
Baseline Ventures,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage Venture, Late Stage Venture, Seed",www.baselinev.com,"https://www.linkedin.com/in/steveatbaseline, https://www.linkedin.com/in/wilson-mei-9b47b7128",https://www.linkedin.com/in/steveatbaseline/,"https://www.linkedin.com/in/steveatbaseline, https://www.linkedin.com/in/wilson-mei-9b47b7128"
Be Great Partners,"Consumer Products, Retail, Consumer Services, IT, High-Tech, Software, Internet, Computer Services, Food, Digital Media","Los Angeles, CA",Seed,www.begreat.co/,,,"https://www.linkedin.com/in/ikellymili, https://www.linkedin.com/in/aleksandra-stojkovic-35021284"
Beanstalk Ventures,"Technology, Retail, Software","Hartsdale, NY",Seed,http://www.beanstalk.vc,,,"https://www.linkedin.com/in/seiff, https://www.linkedin.com/in/michael-newman-987268a0"
Bee Partners,"Business Services, Consumer Discretionary, Diversified","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.beepartners.vc,"https://www.linkedin.com/in/1craigwarner, https://www.linkedin.com/in/amyvolas, https://www.linkedin.com/in/austingrisham2025, https://www.linkedin.com/in/berolzheimer, https://www.linkedin.com/in/davepitman, https://www.linkedin.com/in/deirdremcg, https://www.linkedin.com/in/garrettgoldberg, https://www.linkedin.com/in/jeddean, https://www.linkedin.com/in/jenn-kendrick-6400b8119, https://www.linkedin.com/in/jocelyne-cooke-2091a025, https://www.linkedin.com/in/joe-inkenbrandt-667a325, https://www.linkedin.com/in/john-coates-74348831, https://www.linkedin.com/in/kiranoodleman, https://www.linkedin.com/in/leo-de-luna-313226, https://www.linkedin.com/in/matthewkellie, https://www.linkedin.com/in/robmay, https://www.linkedin.com/in/rodschultz, https://www.linkedin.com/in/ruddick, https://www.linkedin.com/in/ryan-kelly-b0904642, https://www.linkedin.com/in/shivanitorres, https://www.linkedin.com/in/timsmith, https://www.linkedin.com/in/yury-markovsky","https://www.linkedin.com/in/berolzheimer/,https://www.linkedin.com/in/kiranoodleman/,https://www.linkedin.com/in/garrettgoldberg/,https://www.linkedin.com/in/timsmith","https://www.linkedin.com/in/1craigwarner, https://www.linkedin.com/in/amyvolas, https://www.linkedin.com/in/austingrisham2025, https://www.linkedin.com/in/berolzheimer, https://www.linkedin.com/in/davepitman, https://www.linkedin.com/in/deirdremcg, https://www.linkedin.com/in/garrettgoldberg, https://www.linkedin.com/in/jeddean, https://www.linkedin.com/in/jenn-kendrick-6400b8119, https://www.linkedin.com/in/jocelyne-cooke-2091a025, https://www.linkedin.com/in/joe-inkenbrandt-667a325, https://www.linkedin.com/in/john-coates-74348831, https://www.linkedin.com/in/kiranoodleman, https://www.linkedin.com/in/leo-de-luna-313226, https://www.linkedin.com/in/matthewkellie, https://www.linkedin.com/in/robmay, https://www.linkedin.com/in/rodschultz, https://www.linkedin.com/in/ruddick, https://www.linkedin.com/in/ryan-kelly-b0904642, https://www.linkedin.com/in/shivanitorres, https://www.linkedin.com/in/timsmith, https://www.linkedin.com/in/yury-markovsky"
Benhamou Global Ventures,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Palo Alto, CA","Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Spin-Offs, Venture (General)",www.benhamouglobalventures.com,,"https://www.linkedin.com/in/ericbenhamou,https://www.linkedin.com/in/ericbuatois/,https://www.linkedin.com/in/yhemaraj,https://www.linkedin.com/in/robert-pincas-7470441/,https://www.linkedin.com/in/eitanefron/,https://www.linkedin.com/in/ronsege/","https://www.linkedin.com/in/ericbenhamou, https://www.linkedin.com/in/ericbuatois, https://www.linkedin.com/in/yhemaraj, https://www.linkedin.com/in/robert-pincas-7470441, https://www.linkedin.com/in/eitanefron, https://www.linkedin.com/in/ronsege"
Bennu,Diversified,"Las Vegas, NV","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.bennuvc.com,,,"https://www.linkedin.com/in/diego-benavides-30559b15, https://www.linkedin.com/in/anabel-calvo-29b3973b, https://www.linkedin.com/in/ryanbaron, https://www.linkedin.com/in/diego-barletta-76466611b, https://www.linkedin.com/in/bennuai, https://www.linkedin.com/in/aaron-tennison-200ab8283"
Beta Fund,"IT, Biotechnology, High-Tech, Software, Nanotechnology","Chestnut Hill, MA","Early Stage Venture, Seed",www.betafund.wordpress.com,,,https://www.linkedin.com/in/vonkohorn
